Symbol,pred_prob,predicted_class,confidence,position,Signal,position_size,price,market_return,strategy_return,sized_strategy_return,cumulative_market_return,cumulative_strategy_return,drawdown
AAPL,0.8177667,1,0.8177667,1,Buy,0.6355334520339966,237.8699951171875,0.0194848418376733,0.0194848418376733,0.0108472879316236,0.1003246049935773,0.0557784281816449,-2.7177942209410944e-05
AAPL,0.84525645,1,0.84525645,1,Buy,0.6905128955841064,228.259994506836,-0.0412389793651138,-0.0412389793651138,-0.0262087509142695,0.0558712466775621,0.0284672535395853,-0.0273383525842689
AAPL,0.8635465,1,0.8635465,1,Buy,0.727092981338501,229.97999572753903,0.0075070239829139,0.0075070239829139,0.0051836968676612,0.0638275240669243,0.0338123577513391,-0.0219932483725151
AAPL,0.87403417,1,0.87403417,1,Buy,0.7480683326721191,222.63999938964844,-0.0324362155667787,-0.0324362155667787,-0.0235841446797874,0.0298746139188206,0.0097160399350275,-0.0460895661888267
AAPL,0.8806412,1,0.8806412,1,Buy,0.7612824440002441,223.8300018310547,0.0053307288558852,0.0053307288558852,0.0039877494471492,0.0353792550806311,0.0137505735231218,-0.0420550326007325
AAPL,0.87854564,1,0.87854564,1,Buy,0.7570912837982178,223.66000366210932,-0.0007597853584951,-0.0007597853584951,-0.0005784112546307,0.0345928878551125,0.0131643783292996,-0.0426412277945547
AAPL,0.8719601,1,0.8719601,1,Buy,0.7439202070236206,222.77999877929688,-0.0039423260359643,-0.0039423260359643,-0.0029847006797194,0.0305222146094346,0.010144894290238,-0.0456607118336163
AAPL,0.85805774,1,0.85805774,1,Buy,0.7161154747009277,229.8600006103516,0.0312856986582985,0.0312856986582985,0.02327406342276,0.0632724579273074,0.0339307942079025,-0.0218748119159517
AAPL,0.8349328,1,0.8349328,1,Buy,0.669865608215332,238.259994506836,0.0358920607199488,0.0358920607199488,0.0257028601004606,0.1021286405305155,0.0608502442112495,0.0
AAPL,0.80537784,1,0.80537784,1,Buy,0.6107556819915771,239.3600006103516,0.0046062060201637,0.0046062060201637,0.0030855389972621,0.1072169820876129,0.0641285941473313,0.0
NVDA,0.7201148,1,0.7201148,1,Buy,0.4402296543121338,135.55906677246094,0.034517225870669,0.034517225870669,0.0147281421554224,0.0351198590633585,0.014837135674393,0.0
NVDA,0.72407085,1,0.72407085,1,Buy,0.4481416940689087,130.75979614257812,-0.0360454396403652,-0.0360454396403652,-0.0158682714324068,-0.0015270466456472,-0.0011394795765379,-0.0159766152509309
NVDA,0.72972655,1,0.72972655,1,Buy,0.4594531059265136,126.55045318603516,-0.0327209547674745,-0.0327209547674745,-0.0146636241010481,-0.0336693045680901,-0.0156795293306103,-0.0305166650050033
NVDA,0.73042834,1,0.73042834,1,Buy,0.4608566761016845,118.09175872802734,-0.069179129449634,-0.069179129449634,-0.0317845658909266,-0.0982593229541699,-0.0464737453281215,-0.0613108810025145
NVDA,0.74493116,1,0.74493116,1,Buy,0.489862322807312,126.07052612304688,0.0653795428777876,0.0653795428777876,0.0301305988157047,-0.0373339951389909,-0.0173062173655071,-0.0321433530399002
NVDA,0.7653938,1,0.7653938,1,Buy,0.5307875871658325,126.38047790527344,0.002455541336919,0.002455541336919,0.0012028771830525,-0.0349672243078422,-0.0161234462148476,-0.0309605818892406
