Date,pred_prob,predicted_class,confidence,position,Signal,position_size,price,market_return,strategy_return,sized_strategy_return,cumulative_market_return,cumulative_strategy_return,drawdown
2024-06-18,0.57631415,0,0.57631415,0,Hold,0.0,143.40219116210938,-0.002057573978928182,-0.0,-0.0,-0.002055458624670159,0.0,0.0
2024-06-20,0.5752669,0,0.5752669,0,Hold,0.0,145.4993133544922,0.014518159268020836,0.0,0.0,0.012538541840215744,0.0,0.0
2024-06-21,0.5730406,0,0.5730406,0,Hold,0.0,146.454345703125,0.006542379076268044,0.0,0.0,0.019184669848661517,0.0,0.0
2024-06-24,0.57153684,0,0.57153684,0,Hold,0.0,146.81861877441406,0.0024841925628697873,0.0,0.0,0.02171966823409055,0.0,0.0
2024-06-25,0.5692232,0,0.5692232,0,Hold,0.0,144.91842651367188,-0.013026930678765534,-0.0,-0.0,0.008496115101435553,0.0,0.0
2024-06-26,0.56763744,0,0.56763744,0,Hold,0.0,144.55413818359375,-0.0025169122522428703,-0.0,-0.0,0.005961010529168309,0.0,0.0
2024-06-27,0.5655112,0,0.5655112,0,Hold,0.0,143.54986572265625,-0.006971624933486968,-0.0,-0.0,-0.0010277824057541851,0.0,0.0
2024-06-28,0.5638186,0,0.5638186,0,Hold,0.0,143.90432739257812,0.0024662145000546717,0.0,0.0,0.0014389378427908106,0.0,0.0
2024-07-01,0.56006753,0,0.56006753,0,Hold,0.0,144.1800079345703,0.0019138883468264682,0.0,0.0,0.003357415446340717,0.0,0.0
2024-07-02,0.5582416,0,0.5582416,0,Hold,0.0,143.7763214111328,-0.0028038056243736976,-0.0,-0.0,0.0005481364581569892,0.0,0.0
2024-07-03,0.5554126,0,0.5554126,0,Hold,0.0,143.4415740966797,-0.002330965244552361,-0.0,-0.0,-0.0017813903955917754,0.0,0.0
2024-07-05,0.55417216,0,0.55417216,0,Hold,0.0,144.21937561035156,0.005407778914518008,0.0,0.0,0.0036313774885812222,0.0,0.0
2024-07-08,0.5557611,0,0.5557611,0,Hold,0.0,143.23480224609375,-0.006850324610681848,-0.0,-0.0,-0.003220328238382808,0.0,0.0
2024-07-09,0.553584,0,0.553584,0,Hold,0.0,144.78057861328125,0.010734087913353708,0.0,0.0,0.007536823206241383,0.0,0.0
2024-07-10,0.55372,0,0.55372,0,Hold,0.0,147.1238555908203,0.016055441710996134,0.0,0.0,0.023843829742996814,0.0,0.0
2024-07-11,0.55273443,0,0.55273443,0,Hold,0.0,147.38967895507812,0.0018051695780489491,0.0,0.0,0.025693710649148604,0.0,0.0
2024-07-12,0.55291194,0,0.55291194,0,Hold,0.0,147.56690979003906,0.001201741971891193,0.0,0.0,0.026927070773421047,0.0,0.0
2024-07-15,0.55226123,0,0.55226123,0,Hold,0.0,146.93679809570312,-0.004279149219297665,-0.0,-0.0,0.022542085295002234,0.0,0.0
2024-07-16,0.5528898,0,0.5528898,0,Hold,0.0,148.67947387695312,0.01179025739716876,0.0,0.0,0.03466947169818102,0.0,0.0
2024-07-17,0.55283356,0,0.55283356,0,Hold,0.0,154.16351318359375,0.03622100625393081,0.0,0.0,0.07283323367698546,0.0,0.0
2024-07-18,0.5533787,0,0.5533787,0,Hold,0.0,153.0214080810547,-0.007435979347177113,-0.0,-0.0,0.06488525503370712,0.0,0.0
2024-07-19,0.55338603,0,0.55338603,0,Hold,0.0,152.3026885986328,-0.004707920650502968,-0.0,-0.0,0.05988364258657075,0.0,0.0
2024-07-22,0.5531356,0,0.5531356,0,Hold,0.0,151.85963439941406,-0.0029132767543883376,-0.0,-0.0,0.05680040155614652,0.0,0.0
2024-07-23,0.55298245,0,0.55298245,0,Hold,0.0,149.99879455566406,-0.012329378529365411,-0.0,-0.0,0.043850704278893815,0.0,0.0
2024-07-24,0.55319285,0,0.55319285,0,Hold,0.0,153.86813354492188,0.02546870214947934,0.0,0.0,0.0707776688654771,0.0,0.0
2024-07-25,0.55380535,0,0.55380535,0,Hold,0.0,157.17628479003906,0.021272048582448105,0.0,0.0,0.09379929392123842,0.0,0.0
2024-07-26,0.5536599,0,0.5536599,0,Hold,0.0,158.16085815429688,0.00624459620908803,0.0,0.0,0.10065099964820234,0.0,0.0
2024-07-29,0.55379575,0,0.55379575,0,Hold,0.0,156.11294555664062,-0.013032849450191484,-0.0,-0.0,0.08639945173611707,0.0,0.0
2024-07-30,0.55192214,0,0.55192214,0,Hold,0.0,158.8402099609375,0.017318972842154785,0.0,0.0,0.10537865005309799,0.0,0.0
2024-07-31,0.54827094,0,0.54827094,0,Hold,0.0,155.41390991210938,-0.021806783799703862,-0.0,-0.0,0.08153482031010095,0.0,0.0
2024-08-01,0.54293,0,0.54293,0,Hold,0.0,158.27899169921875,0.01826730183399951,0.0,0.0,0.10147309814860006,0.0,0.0
2024-08-02,0.5368269,0,0.5368269,0,Hold,0.0,161.60682678222656,0.02080714399855717,0.0,0.0,0.12463170422548142,0.0,0.0
2024-08-05,0.529726,0,0.529726,0,Hold,0.0,158.76144409179688,-0.017763666192468323,-0.0,-0.0,0.104830513594941,0.0,0.0
2024-08-06,0.5237999,0,0.5237999,0,Hold,0.0,156.51661682128906,-0.014240541826192787,-0.0,-0.0,0.08920862453746281,0.0,0.0
2024-08-07,0.51540494,0,0.51540494,0,Hold,0.0,156.4477081298828,-0.0004403613257233221,-0.0,-0.0,0.08872908477670371,0.0,0.0
2024-08-08,0.50919425,0,0.50919425,0,Hold,0.0,157.74732971191406,0.008272753146940775,0.0,0.0,0.09777323014945849,0.0,0.0
2024-08-09,0.5017239,0,0.5017239,0,Hold,0.0,158.14114379882812,0.002493375504102351,0.0,0.0,0.10051380625340611,0.0,0.0
2024-08-12,0.49519846,0,0.5048015,0,Hold,0.0,157.41258239746094,-0.004617677659766862,-0.0,-0.0,0.09544370329570984,0.0,0.0
2024-08-13,0.4875857,0,0.51241434,0,Hold,0.0,155.94557189941406,-0.009363223491353307,-0.0,-0.0,0.08523468830924275,0.0,0.0
2024-08-14,0.48014688,0,0.5198531,0,Hold,0.0,156.0341796875,0.0005680355216501885,0.0,0.0,0.08585131527796008,0.0,0.0
2024-08-15,0.47124904,0,0.52875096,0,Hold,0.0,156.634765625,0.0038416778202555128,0.0,0.0,0.09003082922469852,0.0,0.0
2024-08-16,0.4640914,0,0.5359086,0,Hold,0.0,156.93014526367188,0.0018840100775653356,0.0,0.0,0.09208639403620689,0.0,0.0
2024-08-19,0.45591673,0,0.54408324,0,Hold,0.0,157.16644287109375,0.0015046177572581286,0.0,0.0,0.0937308034106783,0.0,0.0
2024-08-20,0.4491851,0,0.55081487,0,Hold,0.0,157.68826293945312,0.003314675223219761,0.0,0.0,0.09736218089925974,0.0,0.0
2024-08-21,0.4405334,0,0.5594666,0,Hold,0.0,158.93865966796875,0.007898274843319477,0.0,0.0,0.10606376753237567,0.0,0.0
2024-08-22,0.43336576,0,0.56663424,0,Hold,0.0,159.84446716308594,0.005682922693687176,0.0,0.0,0.1123673368011826,0.0,0.0
2024-08-23,0.42559758,0,0.57440245,0,Hold,0.0,161.59698486328125,0.01090422566196492,0.0,0.0,0.12456321371492174,0.0,0.0
2024-08-26,0.42028663,0,0.57971334,0,Hold,0.0,162.069580078125,0.002920261787213791,0.0,0.0,0.12785203246386456,0.0,0.0
2024-08-27,0.41374168,0,0.5862583,0,Hold,0.0,161.65292358398438,-0.0025741597788313266,-0.0,-0.0,0.1249524946633147,0.0,0.0
