,UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
44,102076,R,4000,R,1408,R,125,R,4000,R,1408,R,125,R,8000,R,1408,R,294,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,3930,R,1020,R,4950,R,4256,R,1088,R,5344,R,3936,R,1408,R,5344,R,4000,R,1408,R,5408,.,.,R,3930,R,1020,R,4950,R,4256,R,1088,R,5344,R,3936,R,1408,R,5344,R,4000,R,1408,R,5408,.,.,R,7860,R,1020,R,8880,R,8512,R,1088,R,9600,R,7872,R,1408,R,9280,R,8000,R,1408,R,9408,.,.,R,2250,R,2735,R,2735,R,2250,R,3611,R,4675,R,4675,R,4675,R,3042,R,3939,R,3939,R,3939,R,5850,R,7575,R,7575,R,7575,R,3042,R,3939,R,3939,R,3939,R,3042,R,3939,R,3939,R,3939
45,102094,R,8616,R,500,R,359,R,8616,R,500,R,359,R,17232,R,500,R,718,R,8424,R,200,R,468,R,8424,R,200,R,468,R,16848,R,200,R,936,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,33211,R,663,R,66422,R,663,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,7896,R,500,R,8396,R,7896,R,500,R,8396,R,8256,R,500,R,8756,R,8616,R,500,R,9116,.,.,R,7896,R,500,R,8396,R,7896,R,500,R,8396,R,8256,R,500,R,8756,R,8616,R,500,R,9116,.,.,R,15792,R,500,R,16292,R,15792,R,500,R,16292,R,16512,R,500,R,17012,R,17232,R,500,R,17732,.,.,R,1300,R,1200,R,1300,R,1300,R,9178,R,9020,R,9866,R,8510,R,4916,R,5370,R,4762,R,4779,R,9178,R,9020,R,9866,R,10010,R,4916,R,5370,R,4762,R,4779,R,4916,R,5370,R,4762,R,4779
46,102234,R,21732,R,0,R,756,R,21732,Z,0,R,756,R,21732,Z,0,R,756,R,7329,R,0,R,407,R,7329,Z,0,R,407,R,7329,Z,0,R,407,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,38190,R,2458,R,40648,R,39336,R,2532,R,41868,R,21100,R,0,R,21100,R,21732,R,0,R,21732,.,.,R,38190,R,2458,R,40648,R,39336,R,2532,R,41868,R,21100,R,0,R,21100,R,21732,R,0,R,21732,.,.,R,38190,R,2458,R,40648,R,39336,R,2532,R,41868,R,21100,R,0,R,21100,R,21732,R,0,R,21732,.,.,R,1500,R,1750,R,1750,R,1750,R,13652,R,14062,R,11440,R,11784,R,3262,R,2863,R,2714,R,3606,R,16474,R,17552,R,15888,R,14638,R,3992,R,3496,R,2788,R,3720,R,3992,R,3496,R,3162,R,4020
47,102270,R,9548,R,1844,R,398,R,9548,R,1844,R,398,R,9548,R,1844,R,398,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9548,R,1744,R,11292,R,9548,R,1744,R,11292,R,9548,R,1844,R,11392,R,9548,R,1844,R,11392,.,.,R,9548,R,1744,R,11292,R,9548,R,1744,R,11292,R,9548,R,1844,R,11392,R,9548,R,1844,R,11392,.,.,R,9548,R,1744,R,11292,R,9548,R,1744,R,11292,R,9548,R,1844,R,11392,R,9548,R,1844,R,11392,.,.,R,2034,R,1000,R,1000,R,2034,R,10194,R,10054,R,10420,R,10054,R,4572,R,3300,R,3300,R,4572,R,10194,R,10054,R,10420,R,10054,R,4572,R,3300,R,3300,R,4572,R,4572,R,3300,R,3300,R,4572
48,102298,R,12130,R,1756,R,505,R,12130,R,1756,R,505,R,12130,R,1756,R,505,R,16000,R,650,R,650,R,16000,R,650,R,650,R,16000,R,650,R,650,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12130,R,1716,R,13846,R,12130,R,1736,R,13866,R,12130,R,1736,R,13866,R,12130,R,1736,R,13866,.,.,R,12130,R,1716,R,13846,R,12130,R,1736,R,13866,R,12130,R,1736,R,13866,R,12130,R,1736,R,13866,.,.,R,12130,R,1716,R,13846,R,12130,R,1736,R,13866,R,12130,R,1736,R,13866,R,12130,R,1736,R,13866,.,.,R,1570,R,1200,R,1200,R,1200,R,6704,R,6704,R,6704,R,8934,R,2100,R,2100,R,2100,R,3700,R,3200,R,3200,R,3200,R,3200,R,2100,R,2100,R,2100,R,3700,R,2100,R,2100,R,2100,R,3700
49,102313,R,3750,R,1080,R,125,R,3750,R,1080,R,125,R,7500,R,1080,R,250,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,3930,R,780,R,4710,R,3990,R,780,R,4770,R,3690,R,1080,R,4770,R,3750,R,1080,R,4830,.,.,R,3930,R,780,R,4710,R,3990,R,780,R,4770,R,3690,R,1080,R,4770,R,3750,R,1080,R,4830,.,.,R,7860,R,780,R,8640,R,7980,R,780,R,8760,R,7380,R,1080,R,8460,R,7500,R,1080,R,8580,.,.,R,1800,R,2000,R,2000,R,2000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4950,R,4950,R,4950,R,4950,R,4000,R,4000,R,4000,R,4000,R,4000,R,4000,R,4000,R,4000
50,102368,R,9312,R,0,R,388,R,9312,R,0,R,388,R,18624,R,0,R,776,R,8550,R,0,R,475,R,8550,R,0,R,475,R,17100,R,0,R,950,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7800,R,1108,R,8908,R,7800,R,1108,R,8908,R,9312,R,0,R,9312,R,9312,R,0,R,9312,.,.,R,7800,R,1108,R,8908,R,7800,R,1108,R,8908,R,9312,R,0,R,9312,R,9312,R,0,R,9312,.,.,R,15600,R,1108,R,16708,R,15600,R,1108,R,16708,R,18624,R,0,R,18624,R,18624,R,0,R,18624,.,.,R,1300,R,1300,R,1300,R,1300,R,6804,R,6904,R,7599,R,7599,R,4766,R,4766,R,4766,R,4766,R,7586,R,7586,R,10342,R,10342,R,6766,R,6766,R,4766,R,4766,R,6766,R,6766,R,4766,R,4766
51,102377,R,19594,R,3020,R,833,R,19594,R,3020,R,833,R,19594,R,3020,R,833,R,20378,R,3020,R,1367,R,20378,R,3020,R,1367,R,20378,R,3020,R,1367,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,41170,R,3020,R,41170,R,3020,Y,.,Y,.,Y,.,Y,.,R,19594,R,3020,R,22614,R,19594,R,3020,R,22614,R,19594,R,3020,R,22614,R,19594,R,3020,R,22614,.,.,R,19594,R,3020,R,22614,R,19594,R,3020,R,22614,R,19594,R,3020,R,22614,R,19594,R,3020,R,22614,.,.,R,19594,R,3020,R,22614,R,19594,R,3020,R,22614,R,19594,R,3020,R,22614,R,19594,R,3020,R,22614,.,.,R,1812,R,1812,R,1812,R,1812,R,9844,R,9844,R,9844,R,9844,R,6480,R,7654,R,7654,R,7654,R,10055,R,10055,R,10055,R,10055,R,6480,R,7654,R,7654,R,7654,R,3681,R,4855,R,4855,R,4855
52,102395,R,17424,R,0,R,484,R,17424,Z,0,R,484,R,17424,Z,0,R,484,R,19440,R,0,R,720,R,19440,Z,0,R,720,R,19440,Z,0,R,720,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,16418,R,0,R,16418,R,16418,R,0,R,16418,R,16418,R,0,R,16418,R,16418,R,0,R,16418,.,.,R,16418,R,0,R,16418,R,16418,R,0,R,16418,R,16418,R,0,R,16418,R,16418,R,0,R,16418,.,.,R,16418,R,0,R,16418,R,16418,R,0,R,16418,R,16418,R,0,R,16418,R,16418,R,0,R,16418,.,.,R,1006,R,1006,R,1006,R,1006,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,18060,R,18060,R,18060,R,18060,R,3000,R,3000,R,3000,R,3000,R,3000,R,3000,R,3000,R,3000
53,102429,R,4000,R,1278,R,125,R,4000,R,1278,R,125,R,8000,R,1278,R,250,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4192,R,958,R,5150,R,4256,R,958,R,5214,R,3936,R,1278,R,5214,R,4000,R,1278,R,5278,.,.,R,4192,R,958,R,5150,R,4256,R,958,R,5214,R,3936,R,1278,R,5214,R,4000,R,1278,R,5278,.,.,R,8384,R,958,R,9342,R,8512,R,958,R,9470,R,7872,R,1278,R,9150,R,8000,R,1278,R,9278,.,.,R,1400,R,1400,R,1400,R,1400,R,4576,R,4576,R,4576,R,4576,R,5616,R,5616,R,5616,R,5616,R,7650,R,7650,R,7650,R,7650,R,5788,R,6488,R,6488,R,6488,R,5788,R,6488,R,6488,R,6488
54,102553,R,6192,R,1316,R,258,R,6192,R,1316,R,258,R,19776,R,1859,R,824,R,9234,R,1171,R,513,R,9234,R,1171,R,513,R,19422,R,1579,R,1079,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,6804,R,1299,R,8103,R,7224,R,1398,R,8622,R,7224,R,1398,R,8622,R,6192,R,1316,R,7508,.,.,R,6804,R,1299,R,8103,R,7224,R,1398,R,8622,R,7224,R,1398,R,8622,R,6192,R,1316,R,7508,.,.,R,26152,R,1932,R,28084,R,23072,R,2156,R,25228,R,23072,R,2156,R,25228,R,19776,R,1859,R,21635,.,.,R,1440,R,1320,R,1320,R,600,R,11878,R,12662,R,12662,R,12662,R,5292,R,7000,R,8276,R,8022,R,9922,R,9868,R,9868,R,11756,R,6002,R,8486,R,9763,R,9922,R,6002,R,8486,R,9763,R,9922
55,102580,R,10200,R,700,R,425,R,10200,R,700,R,425,R,10200,R,700,R,425,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9000,R,700,R,9700,R,9000,R,700,R,9700,R,10200,R,700,R,10900,R,10200,R,700,R,10900,.,.,R,9000,R,700,R,9700,R,9000,R,700,R,9700,R,10200,R,700,R,10900,R,10200,R,700,R,10900,.,.,R,9000,R,700,R,9700,R,9000,R,700,R,9700,R,10200,R,700,R,10900,R,10200,R,700,R,10900,.,.,R,400,R,400,R,400,R,400,R,5800,R,6000,R,6000,R,7000,R,4178,R,3371,R,3556,R,3801,R,9173,R,10144,R,10168,R,12320,R,5977,R,4930,R,4846,R,5253,R,4178,R,4930,R,4846,R,5253
56,102614,R,7659,R,1953,R,275,R,7659,R,1953,R,275,R,23450,R,2623,R,841,R,11535,R,1733,R,539,R,11535,R,1733,R,539,R,23647,R,2226,R,1105,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5352,R,1728,R,7080,R,5616,R,1560,R,7176,R,5616,R,1632,R,7248,R,6240,R,1656,R,7896,.,.,R,5352,R,1728,R,7080,R,5616,R,1560,R,7176,R,5616,R,1632,R,7248,R,6240,R,1656,R,7896,.,.,R,18936,R,2280,R,21216,R,19200,R,2112,R,21312,R,19200,R,2184,R,21384,R,19824,R,2208,R,22032,.,.,R,2000,R,2000,R,2000,R,2000,R,10440,R,10540,R,10540,R,10650,R,2650,R,2650,R,2650,R,2650,R,12050,R,12050,R,12050,R,12050,R,4250,R,4250,R,4250,R,4250,R,4250,R,4250,R,4250,R,4250
57,102632,R,7147,R,1579,R,258,R,7147,R,1579,R,258,R,22825,R,2216,R,824,R,11183,R,1482,R,513,R,11183,R,1482,R,513,R,23522,R,1962,R,1079,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5352,R,1344,R,6696,R,5616,R,1344,R,6960,R,5616,R,1344,R,6960,R,5616,R,1344,R,6960,.,.,R,5352,R,1344,R,6696,R,5616,R,1344,R,6960,R,5616,R,1344,R,6960,R,5616,R,1344,R,6960,.,.,R,18936,R,1896,R,20832,R,19200,R,1896,R,21096,R,19200,R,1896,R,21096,R,19200,R,1896,R,21096,.,.,R,1400,R,1400,R,1400,R,1400,R,9200,R,9800,R,9800,R,9830,R,2448,R,2448,R,2448,R,2448,R,10872,R,10872,R,10872,R,10872,R,3716,R,3716,R,3716,R,3716,R,3716,R,3716,R,3716,R,3716
58,102669,R,20350,R,410,R,848,R,20350,R,410,R,848,R,20350,R,410,R,848,R,11700,R,410,R,650,R,11700,R,410,R,650,R,11700,R,410,R,650,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,20350,R,410,R,20760,R,20350,R,410,R,20760,R,20350,R,410,R,20760,R,20350,R,410,R,20760,.,.,R,20350,R,410,R,20760,R,20350,R,410,R,20760,R,20350,R,410,R,20760,R,20350,R,410,R,20760,.,.,R,20350,R,410,R,20760,R,20350,R,410,R,20760,R,20350,R,410,R,20760,R,20350,R,410,R,20760,.,.,R,1200,R,1200,R,1200,R,1200,R,8330,R,8300,R,8300,R,8300,R,4410,R,4410,R,4410,R,4410,R,17200,R,17500,R,17500,R,17500,R,4410,R,4410,R,4410,R,4410,R,4350,R,4410,R,4410,R,4410
59,102845,R,16784,R,0,A,.,R,16784,Z,0,A,.,R,16784,Z,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,18161,R,0,R,18161,R,18711,R,0,R,18711,R,17289,R,0,R,17289,R,17116,R,0,R,17116,.,.,R,18161,R,0,R,18161,R,18711,R,0,R,18711,R,17289,R,0,R,17289,R,17116,R,0,R,17116,.,.,R,18161,R,0,R,18161,R,18711,R,0,R,18711,R,17289,R,0,R,17289,R,17116,R,0,R,17116,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7187,R,7223,R,7295,R,7346,R,8104,R,8145,R,8226,R,8284,R,8104,R,8145,R,8226,R,8284
60,104151,R,10978,R,640,R,784,R,10978,R,640,R,784,R,29952,R,640,R,1248,R,12014,R,900,R,858,R,12014,R,900,R,858,R,24498,R,900,R,1361,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,27464,R,900,R,47670,R,900,R,10710,R,628,R,11338,R,10710,R,628,R,11338,R,10710,R,638,R,11348,R,10978,R,640,R,11618,.,.,R,10710,R,628,R,11338,R,10710,R,628,R,11338,R,10710,R,638,R,11348,R,10978,R,640,R,11618,.,.,R,28800,R,628,R,29428,R,28800,R,628,R,29428,R,28800,R,638,R,29438,R,29952,R,640,R,30592,.,.,R,1171,R,1300,R,1300,R,1320,R,13164,R,13510,R,13696,R,14718,R,3430,R,3430,R,3430,R,3471,R,9684,R,9684,R,9974,R,10230,R,4412,R,4412,R,4412,R,4791,R,4412,R,4412,R,4412,R,4461
61,104160,R,2760,R,0,R,92,R,2760,R,0,R,92,R,9570,R,0,R,319,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2580,R,200,R,2780,R,2640,R,200,R,2840,R,2700,R,200,R,2900,R,2760,R,200,R,2960,.,.,R,2580,R,200,R,2780,R,2640,R,200,R,2840,R,2700,R,200,R,2900,R,2760,R,200,R,2960,.,.,R,9570,R,200,R,9770,R,9630,R,200,R,9830,R,11250,R,200,R,11450,R,9570,R,200,R,9770,.,.,R,2000,R,2000,R,2000,R,2000,R,6678,R,6810,R,7702,R,7968,R,5981,R,5981,R,5981,R,5981,R,5580,R,5580,R,5580,R,5580,R,8471,R,8471,R,8471,R,8471,R,8471,R,8471,R,8471,R,8471
62,104179,R,11210,R,1727,R,801,R,11210,R,1727,R,801,R,35628,R,1727,R,1485,R,12348,R,1667,R,882,R,12348,R,1667,R,882,R,32290,R,1667,R,1794,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,36075,R,1667,R,55269,R,1667,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,26548,R,1667,R,46490,R,1667,Y,.,Y,.,Y,.,Y,.,R,31518,R,1667,R,49028,R,1667,R,24500,R,1667,R,29000,R,1667,R,11299,R,1412,R,12711,R,11299,R,1437,R,12736,R,11299,R,1437,R,12736,R,11525,R,1750,R,13275,0,0,R,11299,R,1412,R,12711,R,11299,R,1437,R,12736,R,11299,R,1437,R,12736,R,11525,R,1750,R,13275,0,0,R,35326,R,1412,R,36738,R,35821,R,1437,R,37258,R,35821,R,1437,R,37258,R,37827,R,1750,R,39577,0,0,R,800,R,900,R,900,R,900,R,13050,R,13450,R,13450,R,13650,R,3500,R,3600,R,3600,R,3800,R,10350,R,10900,R,10900,R,11100,R,5800,R,5600,R,5600,R,5850,R,3500,R,3600,R,3600,R,3800
63,104346,R,1500,R,0,R,50,R,1500,R,0,R,50,R,3000,R,0,R,100,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2580,R,0,R,2580,R,2580,R,0,R,2580,R,2580,R,0,R,2580,R,1500,R,0,R,1500,.,.,R,2580,R,0,R,2580,R,2580,R,0,R,2580,R,2580,R,0,R,2580,R,1500,R,0,R,1500,.,.,R,5160,R,0,R,5160,R,5160,R,0,R,5160,R,5160,R,0,R,5160,R,3000,R,0,R,3000,.,.,R,1600,R,1600,R,1600,R,1600,R,7764,R,7300,R,7300,R,7300,R,2800,R,2815,R,2800,R,2815,R,7764,R,7300,R,7000,R,7300,R,2800,R,2815,R,2800,R,2815,R,2800,R,2815,R,2800,R,2815
64,104425,R,2184,R,0,R,91,R,2184,R,0,R,91,R,6000,R,0,R,250,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2112,R,0,R,2112,R,2184,R,0,R,2184,R,2184,R,0,R,2184,R,2184,R,0,R,2184,.,.,R,2112,R,0,R,2112,R,2184,R,0,R,2184,R,2184,R,0,R,2184,R,2184,R,0,R,2184,.,.,R,6240,R,0,R,6240,R,6240,R,0,R,6240,R,6240,R,0,R,6240,R,6000,R,0,R,6000,.,.,R,1800,R,1800,R,1800,R,1800,R,7362,R,7272,R,7362,R,7462,R,2791,R,2791,R,2791,R,2791,R,11082,R,11082,R,12072,R,12072,R,3426,R,3426,R,3426,R,3426,R,3426,R,3426,R,3426,R,3426
65,104577,R,2232,R,0,R,93,R,2232,R,0,R,93,R,9192,R,0,R,383,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2700,R,0,R,2700,R,2700,R,0,R,2700,R,2160,R,0,R,2160,R,2232,R,0,R,2232,.,.,R,2700,R,0,R,2700,R,2700,R,0,R,2700,R,2160,R,0,R,2160,R,2232,R,0,R,2232,.,.,R,9120,R,0,R,9120,R,9120,R,0,R,9120,R,9120,R,0,R,9120,R,9192,R,0,R,9192,.,.,R,992,R,992,R,1006,R,900,R,7835,R,7835,R,9100,R,7950,R,3646,R,3708,R,3760,R,3836,R,7835,R,11212,R,11368,R,14594,R,5346,R,6376,R,6466,R,6530,R,3646,R,4824,R,4892,R,5010
